startup_name,industry,funding,founder_experience,employees,location,age,revenue,success
Startup_48083,Edtech,NaN,1.0,,Germany,10.0,839901.0,1
Startup_48084,AI,NaN,18.0,,Germany,3.0,387203.0,0
Startup_48085,Ecommerce,abc,,,Canada,,501505.0,0
Startup_48086,Ecommerce,NaN,13.0,,Canada,,303568.0,0
Startup_48087,Health,abc,,,UK,3.0,,0
Startup_48088,Edtech,abc,,,,6.0,,0
Startup_48089,Fintech,abc,1.0,,USA,,35901.0,1
Startup_48090,Edtech,393814,9.0,,Germany,,879002.0,0
Startup_48091,Fintech,,,449.0,Germany,4.0,378395.0,1
Startup_48092,AI,,,149.0,USA,14.0,,0
Startup_48093,Fintech,NaN,3.0,,Germany,,,0
Startup_48094,Health,abc,,443.0,,,,0
Startup_48095,Health,401823,10.0,480.0,India,,791386.0,0
Startup_48096,Edtech,,6.0,,UK,,,0
Startup_48097,CleanTech,,,176.0,Germany,,,1
Startup_48098,Edtech,abc,13.0,,India,,918743.0,1
Startup_48099,CleanTech,NaN,18.0,301.0,,9.0,,0
Startup_48100,Health,NaN,,,Germany,13.0,,1
Startup_48101,CleanTech,,8.0,,India,,,1
Startup_48102,Fintech,,,,India,,,0
Startup_48103,Ecommerce,993937,13.0,,USA,,,1
Startup_48104,AI,1541107,,,,14.0,396049.0,0
Startup_48105,CleanTech,213565,,209.0,Canada,,,1
Startup_48106,AI,abc,,,Germany,14.0,162336.0,0
Startup_48107,Health,1458109,,280.0,USA,,,1
Startup_48108,Edtech,,,366.0,UK,3.0,783524.0,1
Startup_48109,CleanTech,abc,6.0,,USA,6.0,693684.0,0
Startup_48110,Health,NaN,13.0,,UK,,410244.0,0
Startup_48111,Edtech,abc,15.0,,,,,1
Startup_48112,Fintech,,,,Germany,,,0
Startup_48113,Health,NaN,18.0,,Germany,,925643.0,1
Startup_48114,AI,NaN,,241.0,Canada,,340922.0,0
Startup_48115,Edtech,abc,,237.0,Canada,,,0
Startup_48116,Ecommerce,abc,,,USA,2.0,,1
Startup_48117,Ecommerce,182328,,,Germany,,975695.0,1
Startup_48118,Ecommerce,NaN,16.0,416.0,UK,,,0
Startup_48119,AI,,2.0,127.0,India,,27668.0,1
Startup_48120,AI,NaN,,43.0,Canada,,345555.0,0
Startup_48121,Health,NaN,,262.0,,,,1
Startup_48122,Edtech,abc,,320.0,USA,,573393.0,1
Startup_48123,Ecommerce,,,262.0,Canada,12.0,558087.0,0
Startup_48124,CleanTech,,1.0,,UK,,,1
Startup_48125,Ecommerce,,,282.0,UK,,354580.0,0
Startup_48126,Health,NaN,,,,4.0,,0
Startup_48127,Health,NaN,,,Canada,3.0,773672.0,1
Startup_48128,AI,abc,14.0,118.0,,,,1
Startup_48129,Health,,,,Canada,14.0,,1
Startup_48130,CleanTech,abc,,135.0,India,,808290.0,1
Startup_48131,CleanTech,abc,,176.0,Canada,,881993.0,0
Startup_48132,CleanTech,,13.0,156.0,UK,,491670.0,0
Startup_48133,CleanTech,,18.0,24.0,Canada,,210879.0,0
Startup_48134,Health,abc,14.0,,,3.0,,1
Startup_48135,Fintech,834446,8.0,,USA,,,0
Startup_48136,Edtech,NaN,,,Germany,,,0
Startup_48137,CleanTech,,,,Germany,4.0,,1
Startup_48138,Fintech,719039,19.0,242.0,Canada,,151355.0,0
Startup_48139,AI,NaN,,89.0,India,,627401.0,1
Startup_48140,Edtech,NaN,,,Canada,3.0,,1
Startup_48141,Edtech,,,,USA,,429983.0,0
Startup_48142,Edtech,abc,,439.0,UK,,595195.0,0
Startup_48143,AI,634222,,,USA,,54510.0,0
Startup_48144,CleanTech,abc,8.0,,India,,,1
Startup_48145,CleanTech,,,,,5.0,708450.0,0
Startup_48146,AI,,,,,,,0
Startup_48147,Health,,7.0,,Germany,3.0,,0
Startup_48148,Health,,19.0,,Germany,6.0,,1
Startup_48149,Edtech,356585,,,,,82667.0,0
Startup_48150,Fintech,,5.0,59.0,,8.0,,1
Startup_48151,Fintech,NaN,,,USA,9.0,,0
Startup_48152,CleanTech,565826,13.0,,Canada,,,1
Startup_48153,AI,,,477.0,India,,777960.0,1
Startup_48154,Fintech,NaN,,,Germany,3.0,,1
Startup_48155,Fintech,abc,,,USA,,,1
Startup_48156,AI,NaN,,,,8.0,224513.0,1
Startup_48157,CleanTech,NaN,13.0,277.0,USA,9.0,,1
Startup_48158,CleanTech,abc,,,UK,13.0,,1
Startup_48159,AI,1216453,18.0,,UK,,,0
Startup_48160,AI,774833,5.0,14.0,,,709778.0,0
Startup_48161,Edtech,NaN,,411.0,India,,747473.0,1
Startup_48162,Ecommerce,NaN,2.0,210.0,USA,,913440.0,0
Startup_48163,AI,1780341,,,USA,,758339.0,1
Startup_48164,Ecommerce,abc,,,USA,,,1
Startup_48165,Health,1133027,6.0,,India,,,1
Startup_48166,Health,,4.0,,Canada,,483742.0,0
Startup_48167,Health,NaN,,25.0,USA,9.0,,0
Startup_48168,Ecommerce,,,427.0,India,,178842.0,0
Startup_48169,AI,abc,16.0,,,1.0,242196.0,0
Startup_48170,Health,,1.0,,Canada,9.0,,1
Startup_48171,Fintech,abc,,82.0,UK,1.0,,0
Startup_48172,AI,NaN,11.0,,India,,158148.0,1
Startup_48173,Fintech,1247477,9.0,355.0,USA,,,0
Startup_48174,Ecommerce,abc,11.0,,Germany,13.0,153311.0,0
Startup_48175,CleanTech,1437999,8.0,183.0,Germany,,,1
Startup_48176,Ecommerce,,3.0,205.0,,,867237.0,0
Startup_48177,Health,,16.0,,India,10.0,,1
Startup_48178,AI,abc,15.0,233.0,India,11.0,,1
Startup_48179,CleanTech,abc,,106.0,,,889219.0,0
Startup_48180,Ecommerce,NaN,5.0,217.0,Germany,4.0,764434.0,0
Startup_48181,Health,NaN,,396.0,,,,1
Startup_48182,Fintech,NaN,,,USA,,,1
Startup_48183,Fintech,abc,8.0,,UK,7.0,,1
Startup_48184,Edtech,,1.0,483.0,Germany,,938081.0,0
Startup_48185,Edtech,,,,UK,,360144.0,0
Startup_48186,Fintech,,,,India,8.0,,0
Startup_48187,Health,NaN,,,Germany,14.0,,0
Startup_48188,AI,566061,8.0,355.0,USA,,,1
Startup_48189,Edtech,NaN,,,Canada,,161682.0,0
Startup_48190,Health,abc,11.0,433.0,,,533152.0,0
Startup_48191,Edtech,abc,16.0,,Germany,1.0,,0
Startup_48192,CleanTech,abc,3.0,,India,,491583.0,1
Startup_48193,CleanTech,1872972,4.0,,Canada,6.0,,0
Startup_48194,Ecommerce,abc,,,Canada,11.0,,0
Startup_48195,Health,1187655,,263.0,USA,,696828.0,1
Startup_48196,Ecommerce,NaN,,177.0,UK,,182322.0,0
Startup_48197,AI,,,305.0,USA,,,0
Startup_48198,Edtech,abc,,209.0,USA,8.0,,1
Startup_48199,Fintech,233488,2.0,,India,,545871.0,1
Startup_48200,Edtech,abc,19.0,241.0,UK,,,1
Startup_48201,CleanTech,abc,17.0,,,3.0,,1
Startup_48202,CleanTech,abc,,157.0,India,4.0,,0
Startup_48203,CleanTech,,7.0,46.0,India,13.0,,1
Startup_48204,Ecommerce,,17.0,,UK,14.0,,0
Startup_48205,CleanTech,163517,11.0,250.0,India,5.0,,0
Startup_48206,Fintech,NaN,17.0,,India,7.0,386140.0,1
Startup_48207,AI,abc,8.0,,USA,9.0,,1
Startup_48208,AI,abc,,,Germany,,486942.0,0
Startup_48209,Fintech,abc,10.0,12.0,Canada,,,1
Startup_48210,Fintech,82723,,410.0,India,,848293.0,0
Startup_48211,Health,NaN,3.0,,,13.0,847582.0,0
Startup_48212,Fintech,1388224,,,Germany,5.0,,0
Startup_48213,AI,NaN,,,UK,,,0
Startup_48214,AI,,4.0,9.0,,11.0,,1
Startup_48215,Edtech,402972,,,India,10.0,166983.0,0
Startup_48216,AI,NaN,9.0,,,5.0,805529.0,0
Startup_48217,Fintech,,18.0,,UK,,555448.0,0
Startup_48218,Health,,,47.0,Germany,1.0,,0
Startup_48219,Ecommerce,NaN,18.0,177.0,Canada,,663588.0,0
Startup_48220,AI,1239115,6.0,274.0,,,108768.0,0
Startup_48221,AI,1315819,,354.0,UK,5.0,,1
Startup_48222,AI,647067,,157.0,,13.0,170273.0,0
Startup_48223,Ecommerce,NaN,,,Canada,4.0,,1
Startup_48224,Edtech,126398,,298.0,UK,,,0
Startup_48225,Health,abc,,148.0,Canada,,818324.0,1
Startup_48226,Ecommerce,,,,UK,,622491.0,1
Startup_48227,Ecommerce,NaN,14.0,,,,634726.0,1
Startup_48228,Health,NaN,,,Canada,,,0
Startup_48229,AI,,,135.0,India,3.0,65427.0,1
Startup_48230,Ecommerce,abc,,,,,420559.0,0
Startup_48231,Fintech,1033405,,,USA,3.0,782555.0,0
Startup_48232,Ecommerce,NaN,7.0,,Germany,3.0,,1
Startup_48233,CleanTech,abc,2.0,,UK,,732641.0,1
Startup_48234,Ecommerce,NaN,15.0,,India,,470861.0,0
Startup_48235,Edtech,abc,3.0,50.0,Germany,,210511.0,0
Startup_48236,Ecommerce,,,,,2.0,32011.0,0
Startup_48237,Health,NaN,,,Germany,,988228.0,0
Startup_48238,Health,,3.0,,Canada,,167947.0,0
Startup_48239,Edtech,abc,,,Canada,7.0,977487.0,1
Startup_48240,Edtech,NaN,12.0,147.0,Germany,2.0,,1
Startup_48241,Fintech,,,,USA,3.0,,1
Startup_48242,Edtech,NaN,,240.0,USA,,828939.0,0
Startup_48243,AI,abc,19.0,186.0,Germany,,845183.0,1
Startup_48244,Fintech,,8.0,333.0,Germany,,670720.0,1
Startup_48245,AI,,,330.0,Germany,10.0,183441.0,0
Startup_48246,CleanTech,abc,,,India,9.0,904577.0,1
Startup_48247,Fintech,NaN,,187.0,,,904329.0,0
Startup_48248,Edtech,abc,,,UK,,466712.0,1
Startup_48249,Health,,,,Germany,,57138.0,0
Startup_48250,AI,1276225,,390.0,Germany,,,1
Startup_48251,Health,,,32.0,Canada,1.0,698539.0,0
Startup_48252,Ecommerce,abc,,323.0,,,657077.0,1
Startup_48253,Ecommerce,abc,18.0,37.0,India,8.0,,1
Startup_48254,Fintech,NaN,8.0,,UK,3.0,820237.0,0
Startup_48255,AI,abc,14.0,225.0,India,7.0,415804.0,1
Startup_48256,Edtech,206861,,,UK,6.0,133544.0,1
Startup_48257,AI,353989,18.0,,,2.0,,0
Startup_48258,CleanTech,NaN,7.0,279.0,Germany,,,0
Startup_48259,CleanTech,1889682,11.0,,,,,1
Startup_48260,Health,abc,,253.0,,13.0,143529.0,1
Startup_48261,Ecommerce,abc,12.0,,India,,349845.0,0
Startup_48262,Health,165057,9.0,,USA,,434594.0,1
Startup_48263,AI,NaN,,373.0,Canada,9.0,,1
Startup_48264,Edtech,452685,2.0,120.0,USA,,108609.0,1
Startup_48265,CleanTech,NaN,7.0,,Germany,,,1
Startup_48266,AI,,,297.0,USA,,836682.0,0
Startup_48267,CleanTech,,3.0,,India,,45588.0,1
Startup_48268,Edtech,,,,,,,0
Startup_48269,Health,499245,,19.0,Germany,,189329.0,0
Startup_48270,Ecommerce,,,,UK,5.0,,1
Startup_48271,Fintech,,16.0,,UK,,,1
Startup_48272,AI,,15.0,,,12.0,,0
Startup_48273,Edtech,abc,,,USA,,,1
Startup_48274,Ecommerce,abc,,371.0,USA,1.0,928893.0,0
Startup_48275,Health,659598,9.0,203.0,Germany,,,0
Startup_48276,CleanTech,,17.0,38.0,Canada,9.0,,1
Startup_48277,CleanTech,,5.0,,Canada,,867603.0,0
Startup_48278,Fintech,837739,,,USA,,399318.0,0
Startup_48279,AI,,,,India,5.0,638160.0,1
Startup_48280,Ecommerce,abc,11.0,105.0,Germany,,792124.0,0
Startup_48281,Health,NaN,,,Germany,,251652.0,0
Startup_48282,Health,,,291.0,Canada,,,1
Startup_48283,Ecommerce,NaN,2.0,75.0,India,10.0,906706.0,1
Startup_48284,CleanTech,abc,,209.0,USA,12.0,,0
Startup_48285,Ecommerce,,,,,1.0,,0
Startup_48286,AI,,,,USA,2.0,628345.0,1
Startup_48287,Fintech,NaN,,,Germany,,,0
Startup_48288,CleanTech,,,383.0,UK,,,1
Startup_48289,Ecommerce,abc,14.0,,UK,10.0,,0
Startup_48290,AI,,10.0,,Canada,,,0
Startup_48291,AI,abc,,179.0,UK,,,0
Startup_48292,CleanTech,,,424.0,UK,5.0,,1
Startup_48293,CleanTech,,,468.0,USA,,,1
Startup_48294,AI,abc,18.0,,Germany,14.0,,0
Startup_48295,Edtech,NaN,,306.0,Canada,11.0,434287.0,1
Startup_48296,Fintech,,,,Germany,,,0
Startup_48297,Edtech,406368,,,USA,,,1
Startup_48298,Ecommerce,abc,,,Canada,6.0,,0
Startup_48299,Edtech,abc,5.0,68.0,UK,2.0,,0
Startup_48300,CleanTech,abc,14.0,,Canada,8.0,,1
Startup_48301,Health,,,,,,,1
Startup_48302,Edtech,1223261,7.0,33.0,Canada,12.0,,0
Startup_48303,AI,abc,,,,1.0,176008.0,0
Startup_48304,Health,NaN,11.0,,India,,471265.0,0
Startup_48305,Ecommerce,abc,11.0,257.0,Germany,14.0,,0
Startup_48306,Health,NaN,5.0,59.0,Canada,10.0,,0
Startup_48307,Health,NaN,6.0,235.0,India,,907661.0,0
Startup_48308,AI,NaN,5.0,154.0,India,3.0,,1
Startup_48309,Health,abc,6.0,406.0,USA,,130177.0,0
Startup_48310,AI,685296,,329.0,Canada,,,0
Startup_48311,Health,abc,12.0,,Germany,,,1
Startup_48312,CleanTech,NaN,,,Germany,,610351.0,1
Startup_48313,Fintech,abc,12.0,474.0,Canada,,,0
Startup_48314,Fintech,abc,7.0,443.0,Germany,,484915.0,1
Startup_48315,AI,,9.0,,Germany,,996081.0,1
Startup_48316,AI,,6.0,469.0,UK,,,1
Startup_48317,Health,1164618,,27.0,,,,1
Startup_48318,Ecommerce,890490,,,USA,1.0,746229.0,1
Startup_48319,Edtech,,,74.0,Canada,,,0
Startup_48320,Ecommerce,abc,8.0,431.0,Germany,,285216.0,1
Startup_48321,AI,NaN,,,Canada,5.0,477539.0,1
Startup_48322,Ecommerce,,14.0,,,,169275.0,1
Startup_48323,Edtech,NaN,9.0,,India,4.0,443939.0,1
Startup_48324,Fintech,abc,,,India,,287925.0,0
Startup_48325,AI,abc,18.0,,USA,,,0
Startup_48326,CleanTech,1019923,,,USA,11.0,,1
Startup_48327,AI,NaN,,109.0,,3.0,,0
Startup_48328,CleanTech,NaN,2.0,71.0,UK,8.0,,0
Startup_48329,Fintech,abc,,466.0,Germany,4.0,186050.0,1
Startup_48330,AI,158833,,,USA,9.0,88371.0,0
Startup_48331,Fintech,748771,,,Canada,,71680.0,0
Startup_48332,CleanTech,,13.0,355.0,USA,1.0,42861.0,1
Startup_48333,Fintech,,,12.0,,14.0,,1
Startup_48334,Fintech,NaN,,,India,14.0,81220.0,1
Startup_48335,Health,abc,17.0,324.0,UK,4.0,188920.0,1
Startup_48336,Ecommerce,NaN,2.0,331.0,,10.0,257570.0,1
Startup_48337,Health,NaN,,397.0,UK,,,1
Startup_48338,Ecommerce,abc,,82.0,India,1.0,,0
Startup_48339,CleanTech,abc,5.0,423.0,,8.0,910193.0,1
Startup_48340,Edtech,abc,17.0,496.0,,,999522.0,0
Startup_48341,AI,abc,,413.0,Germany,10.0,,0
Startup_48342,Ecommerce,NaN,19.0,,UK,3.0,30782.0,0
Startup_48343,Edtech,,3.0,,Canada,,113534.0,1
Startup_48344,AI,NaN,9.0,76.0,Germany,,,1
Startup_48345,Fintech,,,271.0,UK,6.0,463071.0,0
Startup_48346,Ecommerce,abc,12.0,,USA,10.0,546387.0,1
Startup_48347,CleanTech,,,,India,,,0
Startup_48348,AI,,5.0,69.0,India,11.0,678358.0,1
Startup_48349,Fintech,,5.0,,UK,,,0
Startup_48350,Health,1217436,,298.0,UK,13.0,,0
Startup_48351,CleanTech,abc,14.0,,Germany,,774250.0,1
Startup_48352,AI,,,383.0,USA,9.0,,0
Startup_48353,Edtech,754528,,,Canada,,,0
Startup_48354,Health,NaN,,412.0,India,8.0,,0
Startup_48355,AI,,16.0,,India,,,0
Startup_48356,Ecommerce,abc,,,UK,,971846.0,1
Startup_48357,Ecommerce,862854,11.0,68.0,Canada,,,1
Startup_48358,Edtech,NaN,15.0,447.0,,3.0,140971.0,1
Startup_48359,AI,abc,,391.0,,5.0,,1
Startup_48360,CleanTech,abc,,441.0,Germany,,461275.0,0
Startup_48361,CleanTech,,11.0,,UK,10.0,,1
Startup_48362,Fintech,,,,USA,,,0
Startup_48363,CleanTech,abc,,493.0,UK,10.0,,0
Startup_48364,CleanTech,669123,,,Canada,4.0,,1
Startup_48365,Edtech,abc,,,Canada,,128026.0,1
Startup_48366,Health,NaN,16.0,407.0,USA,,,1
Startup_48367,Fintech,931840,11.0,,,,685487.0,0
Startup_48368,AI,798703,19.0,419.0,,8.0,820720.0,1
Startup_48369,Health,,,,,4.0,,1
Startup_48370,Edtech,NaN,16.0,29.0,Canada,5.0,,1
Startup_48371,Fintech,847934,2.0,,India,,,1
Startup_48372,Fintech,NaN,4.0,66.0,,,806065.0,0
Startup_48373,Edtech,abc,3.0,,USA,13.0,385613.0,1
Startup_48374,Health,1964481,,,India,6.0,,0
Startup_48375,Edtech,,4.0,495.0,,,665273.0,0
Startup_48376,CleanTech,1124430,16.0,,USA,10.0,311472.0,1
Startup_48377,Ecommerce,NaN,,211.0,USA,,711647.0,0
Startup_48378,Edtech,,,,USA,12.0,,0
Startup_48379,Edtech,1152206,,394.0,,8.0,290646.0,1
Startup_48380,CleanTech,abc,9.0,,,7.0,,0
Startup_48381,AI,abc,11.0,,India,7.0,,0
Startup_48382,Ecommerce,1169550,,,Germany,5.0,,1
Startup_48383,Ecommerce,NaN,9.0,,India,1.0,72260.0,1
Startup_48384,Ecommerce,abc,16.0,,India,,,0
Startup_48385,AI,,,,USA,3.0,,0
Startup_48386,AI,NaN,4.0,250.0,India,12.0,681601.0,0
Startup_48387,Edtech,NaN,18.0,109.0,UK,9.0,84375.0,1
Startup_48388,Edtech,abc,,,Germany,10.0,,1
Startup_48389,AI,abc,,192.0,USA,,,1
Startup_48390,AI,abc,13.0,7.0,UK,5.0,,1
Startup_48391,Health,,10.0,124.0,Canada,10.0,436409.0,1
Startup_48392,Fintech,abc,,131.0,,13.0,,1
Startup_48393,AI,NaN,11.0,330.0,UK,4.0,,1
Startup_48394,Edtech,abc,,,UK,8.0,,0
Startup_48395,Health,,,,,5.0,,1
Startup_48396,Ecommerce,1357812,7.0,15.0,India,,,0
Startup_48397,Ecommerce,NaN,,,India,,,0
Startup_48398,Edtech,,4.0,219.0,India,3.0,713778.0,1
Startup_48399,AI,abc,9.0,421.0,USA,,,1
Startup_48400,Edtech,1049845,2.0,215.0,Germany,,404637.0,1
Startup_48401,Ecommerce,494956,6.0,489.0,UK,6.0,426633.0,1
Startup_48402,AI,1237069,5.0,464.0,Canada,,,1
Startup_48403,Edtech,abc,,,Canada,10.0,,1
Startup_48404,AI,NaN,16.0,231.0,,,451938.0,1
Startup_48405,CleanTech,NaN,16.0,468.0,UK,12.0,,0
Startup_48406,Ecommerce,NaN,17.0,,USA,3.0,,0
Startup_48407,AI,,17.0,,India,,923336.0,1
Startup_48408,Ecommerce,abc,,,Canada,,64676.0,0
Startup_48409,Ecommerce,abc,7.0,339.0,UK,13.0,955291.0,1
Startup_48410,Health,750965,,,Canada,,,0
Startup_48411,AI,922074,,,Germany,,555605.0,0
Startup_48412,Edtech,1363486,,,USA,10.0,,0
Startup_48413,AI,abc,,,,3.0,,0
Startup_48414,CleanTech,702609,,,USA,1.0,96102.0,0
Startup_48415,CleanTech,,,,USA,1.0,,1
Startup_48416,CleanTech,abc,19.0,476.0,,13.0,,0
Startup_48417,Ecommerce,abc,,,Germany,,,1
Startup_48418,Fintech,abc,3.0,,Canada,5.0,,1
Startup_48419,Health,,18.0,56.0,UK,,,0
Startup_48420,AI,161595,,,Germany,7.0,122763.0,1
Startup_48421,Health,abc,3.0,46.0,Germany,11.0,116022.0,0
Startup_48422,Edtech,,,410.0,Canada,,869213.0,0
Startup_48423,Health,,,,Canada,,328151.0,1
Startup_48424,CleanTech,NaN,,,,5.0,,1
Startup_48425,AI,NaN,4.0,342.0,UK,3.0,,0
Startup_48426,Health,abc,,,USA,,323622.0,1
Startup_48427,AI,abc,,292.0,,2.0,,0
Startup_48428,AI,NaN,19.0,,USA,14.0,410787.0,0
Startup_48429,Ecommerce,NaN,2.0,15.0,Germany,5.0,,1
Startup_48430,AI,,1.0,308.0,,,790561.0,1
Startup_48431,Ecommerce,abc,3.0,,Canada,10.0,22893.0,0
Startup_48432,AI,NaN,5.0,,UK,,,1
Startup_48433,CleanTech,,,,India,10.0,75143.0,1
Startup_48434,CleanTech,NaN,8.0,,UK,5.0,142141.0,0
Startup_48435,Health,,,,India,8.0,959453.0,1
Startup_48436,AI,1160585,,143.0,UK,,,1
Startup_48437,Ecommerce,1013730,10.0,231.0,India,,,1
Startup_48438,Health,,,,,,,1
Startup_48439,Health,241942,16.0,373.0,USA,,469662.0,1
Startup_48440,AI,,6.0,,UK,,,1
Startup_48441,CleanTech,,16.0,321.0,,13.0,957924.0,0
Startup_48442,Edtech,655681,16.0,334.0,Canada,14.0,,0
Startup_48443,Fintech,770362,,,USA,9.0,572671.0,1
Startup_48444,Fintech,,5.0,,UK,11.0,,0
Startup_48445,CleanTech,abc,10.0,,,3.0,,1
Startup_48446,Edtech,NaN,,,USA,13.0,443169.0,1
Startup_48447,Edtech,NaN,8.0,203.0,UK,14.0,434577.0,0
Startup_48448,Health,NaN,18.0,,USA,14.0,,0
Startup_48449,Health,,10.0,308.0,India,,,1
Startup_48450,Edtech,,16.0,110.0,UK,,,0
Startup_48451,Ecommerce,1810158,,37.0,,,,0
Startup_48452,AI,768444,,448.0,,,156596.0,1
Startup_48453,Edtech,abc,,24.0,,1.0,,1
Startup_48454,CleanTech,820724,13.0,,Germany,,487922.0,0
Startup_48455,CleanTech,NaN,8.0,,Germany,,942937.0,0
Startup_48456,Fintech,,,,UK,3.0,,0
Startup_48457,AI,NaN,,,Germany,9.0,608064.0,1
Startup_48458,CleanTech,NaN,7.0,30.0,Canada,3.0,969496.0,0
Startup_48459,Ecommerce,1354459,,105.0,UK,12.0,,0
Startup_48460,Health,NaN,,,USA,10.0,,1
Startup_48461,Ecommerce,abc,16.0,,Canada,,888871.0,0
Startup_48462,CleanTech,abc,12.0,480.0,USA,,,1
Startup_48463,Health,NaN,,,Germany,,308766.0,1
Startup_48464,Fintech,766760,,300.0,Germany,,,0
Startup_48465,AI,472272,,,Canada,,,1
Startup_48466,Health,380224,15.0,356.0,Germany,,651768.0,1
Startup_48467,Edtech,1749727,,206.0,Germany,5.0,470287.0,1
Startup_48468,Edtech,abc,14.0,350.0,Canada,,,0
Startup_48469,CleanTech,1913216,,,India,,432936.0,0
Startup_48470,Edtech,893473,,137.0,USA,2.0,,0
Startup_48471,Health,,,,,9.0,177204.0,1
Startup_48472,Ecommerce,NaN,,,UK,4.0,448204.0,1
Startup_48473,CleanTech,966893,,221.0,Germany,4.0,,0
Startup_48474,Edtech,,8.0,228.0,,12.0,,0
Startup_48475,Health,NaN,3.0,,Canada,,,0
Startup_48476,Fintech,,12.0,,,14.0,529296.0,1
Startup_48477,Ecommerce,1821583,,,Canada,9.0,492255.0,1
Startup_48478,Fintech,abc,,43.0,India,8.0,,0
Startup_48479,Health,921425,15.0,,India,,95277.0,1
Startup_48480,CleanTech,,,,India,,,1
Startup_48481,Health,,,410.0,Germany,,227148.0,0
Startup_48482,CleanTech,,10.0,,UK,,559197.0,0
Startup_48483,Ecommerce,1557781,13.0,132.0,UK,1.0,867650.0,1
Startup_48484,Fintech,,5.0,,Canada,,502469.0,0
Startup_48485,AI,,,88.0,UK,2.0,418793.0,0
Startup_48486,Ecommerce,abc,,,Canada,12.0,,1
Startup_48487,Health,861416,,182.0,Canada,11.0,211046.0,1
Startup_48488,Edtech,NaN,,,,10.0,926057.0,0
Startup_48489,Edtech,,3.0,106.0,,,,1
Startup_48490,Health,,,,,,,0
Startup_48491,Ecommerce,,,348.0,UK,,,1
Startup_48492,Fintech,NaN,13.0,496.0,India,,816529.0,0
Startup_48493,Health,1970429,,96.0,USA,,845589.0,1
Startup_48494,Ecommerce,577164,5.0,390.0,Canada,1.0,214971.0,0
Startup_48495,Edtech,abc,,432.0,Germany,4.0,,0
Startup_48496,Health,abc,18.0,,India,,,0
Startup_48497,CleanTech,abc,4.0,322.0,India,14.0,933928.0,0
Startup_48498,Edtech,202085,2.0,,,,376229.0,1
Startup_48499,CleanTech,1766237,,222.0,UK,,,0
Startup_48500,Edtech,139210,19.0,,Canada,,,1
Startup_48501,Fintech,abc,,245.0,India,11.0,,0
Startup_48502,Edtech,976051,,350.0,USA,,179896.0,1
Startup_48503,Ecommerce,253812,13.0,,Canada,,,1
Startup_48504,Ecommerce,1789748,14.0,,USA,,452919.0,0
Startup_48505,AI,NaN,1.0,,Germany,,,1
Startup_48506,CleanTech,NaN,,,India,2.0,,0
Startup_48507,Health,1960728,,374.0,Germany,3.0,,1
Startup_48508,Fintech,NaN,,263.0,Germany,,287529.0,1
Startup_48509,Health,497574,,180.0,Canada,,243900.0,0
Startup_48510,Fintech,abc,5.0,,,12.0,590347.0,1
Startup_48511,Ecommerce,788676,16.0,,UK,,449299.0,1
Startup_48512,CleanTech,,12.0,,India,13.0,55672.0,0
Startup_48513,Fintech,988111,,346.0,Germany,7.0,788300.0,0
Startup_48514,Ecommerce,1977269,6.0,373.0,Germany,,,0
Startup_48515,Fintech,NaN,,113.0,,,475752.0,1
Startup_48516,Health,abc,,,Germany,,,1
Startup_48517,Fintech,NaN,2.0,113.0,,,,1
Startup_48518,Health,495946,,,Germany,7.0,800104.0,0
Startup_48519,Health,1680508,,,USA,9.0,409522.0,1
Startup_48520,CleanTech,844321,11.0,475.0,UK,,674451.0,0
Startup_48521,AI,abc,,349.0,,,955932.0,1
Startup_48522,Health,,,201.0,Germany,,,0
Startup_48523,CleanTech,,,53.0,,1.0,,1
Startup_48524,Ecommerce,abc,,,Germany,3.0,522777.0,1
Startup_48525,Fintech,abc,,490.0,USA,5.0,,1
Startup_48526,Ecommerce,1087443,17.0,,,7.0,459528.0,0
Startup_48527,Ecommerce,1948281,2.0,424.0,UK,,,1
Startup_48528,CleanTech,abc,15.0,,USA,,351443.0,0
Startup_48529,AI,612070,13.0,,Germany,,,1
Startup_48530,Ecommerce,,2.0,42.0,,8.0,168964.0,1
Startup_48531,Edtech,abc,,139.0,Canada,14.0,368699.0,1
Startup_48532,AI,abc,,,Canada,7.0,,1
Startup_48533,Health,abc,,449.0,UK,,,1
Startup_48534,Edtech,,16.0,,USA,,817838.0,0
Startup_48535,Edtech,abc,9.0,,Canada,,,0
Startup_48536,CleanTech,,8.0,313.0,,,,1
Startup_48537,AI,abc,,,India,4.0,,0
Startup_48538,Edtech,1288046,16.0,13.0,Germany,,719750.0,1
Startup_48539,Health,,14.0,376.0,India,,,0
Startup_48540,Health,1366656,,164.0,,8.0,,0
Startup_48541,Health,NaN,2.0,,UK,,591954.0,0
Startup_48542,Ecommerce,abc,1.0,449.0,India,,167640.0,1
Startup_48543,CleanTech,NaN,,350.0,UK,,,0
Startup_48544,CleanTech,abc,,41.0,UK,7.0,,0
Startup_48545,AI,NaN,,,India,1.0,439297.0,1
Startup_48546,Ecommerce,NaN,7.0,,India,4.0,103024.0,0
Startup_48547,Ecommerce,NaN,11.0,493.0,India,13.0,134819.0,1
Startup_48548,Ecommerce,1466637,,482.0,Canada,5.0,,0
Startup_48549,CleanTech,,19.0,53.0,Canada,,,1
Startup_48550,Fintech,NaN,,,UK,14.0,533126.0,0
Startup_48551,AI,NaN,1.0,447.0,USA,6.0,442852.0,0
Startup_48552,Fintech,309129,,,India,,,0
